,name,Incremento HP,Total HP,Incremento Magic Power,Total Magic Power,Incremento Attack Damage,Incremento Attack Speed,Incremento Attack Resistance,Total Attack Damage,Incremento Magic Resistance,Total Attack Speed,Total Attack Resistance,Total Magic Resistance,ms,rng,ID,Dificultad,AD,Defensa,AP,Pasiva,Posicion,Play Rate,TOP Play Rate,Jungle Play Rate,MID Play Rate,ADC Play Rate,Support Play Rate,portada,fondo,pasiva,Q,W,E,R
32,Garen,1428.0,2048.0,0.0,0.0,76.5,62.05,51.0,142.5,21.25,62.675,87.0,53.35,340.0,175.0,86,5,7,7,1,Perseverance,TOP,5.044631724899657,4.464356252957799,0.1039138035257094,0.4740456103880863,0.0023160580280618,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/garen.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Garen_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Garen_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GarenQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GarenW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GarenE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GarenR.png
33,Gnar,1105.0,1615.0,0.0,100.0,51.0,102.0,42.5,110.0,8.5,102.625,74.5,38.5,325.0,175.0,150,8,6,5,5,Rage Gene,TOP,4.674705789861997,4.629645594227148,0.0,0.0445197820949671,0.0005404135398811,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/gnar.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gnar_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Gnar_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GnarQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GnarW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GnarE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GnarR.png
34,Gragas,1615.0,2215.0,799.0,1199.0,59.5,34.849999999999994,61.2,123.5,21.25,35.474999999999994,96.2,53.35,330.0,125.0,79,5,4,7,6,Happy Hour,Jungle,3.5892208600655757,0.5914182844546443,2.01193387499926,0.3534819230384211,0.001518304707285,0.6308684728659648,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/gragas.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gragas_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/GragasPassiveHeal.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GragasQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GragasW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GragasE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GragasR.png
35,Graves,1564.0,2119.0,680.0,1005.0,51.0,44.2,57.8,119.0,17.0,44.690000000000005,90.8,47.0,340.0,425.0,104,3,8,5,3,New Destiny,Jungle,5.88036839733674,0.2105811427070034,5.29111176704162,0.3674040051848819,0.0112714824032344,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/graves.png,https://images.contentstack.io/v3/assets/blt731acb42bb3d1659/blt5796e3d258e95471/5e83cb29cfad926479634951/Graves_00_Base-Cigar.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/GravesTrueGrit.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GravesQLineSpell.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GravesSmokeGrenade.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GravesMove.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GravesChargeShot.png
36,Hecarim,1530.0,2110.0,680.0,957.2,54.400000000000006,42.5,68.0,120.4,21.25,43.17,104.0,53.35,345.0,175.0,120,6,8,6,4,Warpath,Jungle,7.739854186133349,0.1084687176475644,7.631128128704889,0.0002573397808957,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/hecarim.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Hecarim_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Hecarim_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HecarimRapidSlash.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HecarimW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HecarimRamp.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HecarimUlt.png
37,Heimerdinger,1479.0,1967.0,340.0,725.0,45.900000000000006,23.12,51.0,101.436,8.5,23.745,70.03999999999999,38.5,340.0,550.0,74,8,2,6,8,Hextech Affinity,TOP,1.7360141619228222,0.7055227433038259,0.0,0.6032301803977599,0.2741955365444362,0.1530657016768002,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/heimerdinger.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Heimerdinger_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Heimerdinger_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HeimerdingerQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HeimerdingerW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HeimerdingerE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HeimerdingerR.png
38,Illaoi,1615.0,2200.6,680.0,980.0,85.0,42.5,64.6,153.0,21.25,43.071,99.6,53.35,340.0,125.0,420,4,8,6,3,Prophet of an Elder God,TOP,1.7641928679309085,1.7518662924260011,0.0,0.012326575504907,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/illaoi.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Illaoi_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Illaoi_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IllaoiQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IllaoiW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IllaoiE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IllaoiR.png
39,Irelia,1615.0,2195.0,510.0,860.0,68.0,42.5,51.0,131.0,21.25,43.156,87.0,53.25,335.0,200.0,39,5,7,4,5,Ionian Fervor,TOP,7.946806837929721,4.8433148143049,0.0,3.088643518267136,0.0148485053576855,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/irelia.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Irelia_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Irelia_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IreliaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IreliaW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IreliaE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IreliaR.png
40,Ivern,1615.0,2200.0,1020.0,1470.0,51.0,57.8,59.5,101.0,21.25,58.444,86.5,53.35,330.0,475.0,427,7,3,5,7,Friend of the Forest,Jungle,1.5159371813007652,0.0044262442314071,1.47797956361864,0.0077201934268729,0.0003088077370749,0.0255023722867701,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/ivern.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ivern_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/IvernP.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IvernQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IvernW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IvernE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/IvernR.png
41,Janna,1190.0,1690.0,1088.0,1438.0,25.5,50.150000000000006,64.6,71.5,8.5,50.775000000000006,92.6,38.5,315.0,550.0,40,7,3,5,7,Tailwind,Support,5.267410773221119,0.0010036251454934,0.0,0.0003860096713436,0.0,5.266021138404282,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/janna.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Janna_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Janna_Tailwind.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/HowlingGale.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/SowTheWind.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EyeOfTheStorm.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/ReapTheWhirlwind.png
42,Jarvan IV,1530.0,2100.0,680.0,980.0,57.8,42.5,61.2,121.8,21.25,43.158,95.2,53.35,340.0,175.0,59,5,6,8,3,Martial Cadence,Jungle,2.934599925422931,0.0397075281922163,2.779063761849532,0.0024704618965993,0.0,0.1133581734845839,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/jarvaniv.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/JarvanIV_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/JarvanIV_MartialCadence.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JarvanIVDragonStrike.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JarvanIVGoldenAegis.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JarvanIVDemacianStandard.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JarvanIVCataclysm.png
43,Jax,1445.0,2037.8,544.0,882.8,57.375,57.8,51.0,125.375,21.25,58.438,87.0,53.35,350.0,125.0,24,5,7,5,7,Relentless Assault,TOP,6.390518778984502,5.598941612949132,0.6655321413526243,0.1260450246827451,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/jax.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jax_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Armsmaster_MasterOfArms.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JaxLeapStrike.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JaxEmpowerTwo.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JaxCounterStrike.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JaxRelentlessAssault.png
44,Jayce,1530.0,2090.0,629.0,986.2,72.25,51.0,59.5,126.25,8.5,51.658,86.5,38.5,335.0,125.0,126,7,8,4,3,Hextech Capacitor,TOP,4.897664976030086,3.7611753016601246,0.0,1.136206600610976,0.0002830737589853,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/jayce.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jayce_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Jayce_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JayceToTheSkies.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JayceStaticField.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JayceThunderingBlow.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JayceStanceHtG.png
45,Jhin,1547.0,2103.0,850.0,1150.0,79.9,51.0,59.5,138.9,8.5,51.625,83.5,38.5,330.0,550.0,202,6,10,2,6,Whisper,ADC,14.930133536185703,0.0,0.0,0.0268148051693385,14.903318731016366,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/jhin.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jhin_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Jhin_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JhinQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JhinW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JhinE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JhinR.png
46,Jinx,1428.0,2009.0,765.0,1010.0,57.8,17.0,59.5,114.8,8.5,17.625,87.5,38.5,325.0,525.0,222,6,9,2,4,Get Excited!,ADC,13.39216806964026,0.0003345417151644,0.0,0.0003860096713436,13.391447518253754,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/jinx.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Jinx_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Jinx_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JinxQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JinxW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JinxE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/JinxR.png
47,Kai'Sa,1462.0,2033.0,646.0,990.88,28.9,30.6,51.0,87.9,8.5,31.244,79.0,38.5,335.0,525.0,145,6,8,5,3,Second Skin,ADC,23.707478782978416,0.0,0.0,0.010139187367293,23.69700505389596,0.0003345417151644,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kaisa.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kaisa_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kaisa_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaisaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaisaW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaisaE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaisaR.png
48,Kalista,1513.0,2047.0,765.0,1015.0,68.0,68.0,59.5,137.0,8.5,68.694,82.5,38.5,325.0,525.0,429,7,8,2,4,Martial Poise,ADC,2.2584139171412225,0.1230856172024438,0.0,0.0302631582333418,2.105065141705437,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kalista.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kalista_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kalista_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KalistaMysticShot.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KalistaW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KalistaExpungeWrapper.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KalistaRx.png
49,Karma,1615.0,2149.0,850.0,1224.0,56.1,39.1,64.6,109.644,8.5,39.725,90.6,38.5,335.0,525.0,43,5,1,7,8,Gathering Fire,Support,14.203946408475948,0.6847039550293585,0.0,0.7650969025811952,0.1404817863909974,12.613663764474396,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/karma.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Karma_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Karma_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarmaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarmaSpiritBind.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarmaSolKimShield.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarmaMantra.png
50,Karthus,1479.0,2007.0,518.5,985.5,55.25,35.87,59.5,100.91,8.5,36.495,80.38,38.5,335.0,450.0,30,7,2,2,10,Death Defied,Jungle,2.91766696783999,0.0201497048441383,2.3694045646415653,0.2565420275749869,0.2517297736722361,0.0198408971070633,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/karthus.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Karthus_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Karthus_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarthusLayWasteA1.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarthusWallOfPain.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarthusDefile.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KarthusFallenOne.png
51,Kassadin,1530.0,2106.0,1139.0,1536.6,66.3,62.900000000000006,47.6,125.152,8.5,63.540000000000006,66.6,38.5,340.0,150.0,38,8,3,5,8,Void Stone,MID,4.809577569029466,0.1548156121868914,0.0,4.654761956842575,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kassadin.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kassadin_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kassadin_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/NullLance.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/NetherBlade.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/ForcePulse.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/RiftWalk.png
52,Katarina,1598.0,2200.0,0.0,0.0,54.400000000000006,46.580000000000005,59.5,112.4,21.25,47.23800000000001,87.38,53.35,340.0,125.0,55,8,4,3,9,Voracity,MID,10.430624669157543,0.2717250746478369,0.0,10.125085147300004,0.0338144472097033,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/katarina.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Katarina_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Katarina_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KatarinaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KatarinaW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KatarinaEWrapper.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KatarinaR.png
53,Kayle,1445.0,2045.0,850.0,1180.0,42.5,25.5,51.0,92.5,8.5,26.167,77.0,42.5,335.0,175.0,10,7,6,6,7,Divine Ascent,TOP,4.828517776903394,3.518092144625986,0.0,1.298588002356203,0.0003860096713436,0.0114516202498614,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kayle.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kayle_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kayle_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KayleQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KayleW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KayleE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KayleR.png
54,Kayn,1445.0,2030.0,850.0,1260.0,56.1,45.900000000000006,56.1,124.1,21.25,46.569,94.1,53.35,340.0,175.0,141,8,10,6,1,The Darkin Scythe,Jungle,10.597741122871252,0.1202291456345008,10.465314071622291,0.0121979056144592,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kayn.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kayn_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kayn_Passive_Primary.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaynQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaynW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaynE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KaynR.png
55,Kennen,1428.0,1969.0,0.0,200.0,63.75,57.8,63.75,111.75,8.5,58.425,92.75,38.5,335.0,550.0,85,4,6,4,7,Mark of the Storm,TOP,1.9183136627093813,1.546560615227361,0.0,0.3565957343872598,0.0,0.0151573130947604,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kennen.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kennen_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kennen_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KennenShurikenHurlMissile1.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KennenBringTheLight.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KennenLightningRush.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KennenShurikenStorm.png
56,Kha'Zix,1445.0,2017.8,680.0,1007.2,52.7,45.900000000000006,51.0,115.7,21.25,46.568000000000005,87.0,53.35,350.0,125.0,121,6,9,4,3,Unseen Threat,Jungle,9.748931589564666,0.0048379878808403,9.738792402197372,0.0053011994864527,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/khazix.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Khazix_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Khazix_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KhazixQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KhazixW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KhazixE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KhazixR.png
57,Kindred,1445.0,1985.0,595.0,895.0,38.42,59.5,59.5,103.42,8.5,60.125,88.5,38.5,325.0,500.0,203,4,8,2,2,Mark of the Kindred,Jungle,6.162258393329958,0.0020587182471661,5.928593872276605,0.1008514601330498,0.1307543426731375,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kindred.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kindred_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kindred_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KindredQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KindredW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KindredEWrapper.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KindredR.png
58,Kled,1020.0,1420.0,0.0,100.0,59.5,59.5,68.0,124.5,21.25,60.125,103.0,53.35,345.0,125.0,240,7,8,2,2,"Skaarl, the Cowardly Lizard",TOP,2.852637205207631,2.5116877294988336,0.0014153687949267,0.3377069944695107,0.0009264232112247,0.0009006892331351,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kled.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Kled_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Kled_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KledQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KledW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KledE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KledR.png
59,Kog'Maw,1496.0,2030.0,680.0,1005.0,52.87,45.05,59.5,113.87,8.5,45.715,83.5,38.5,330.0,500.0,96,6,8,2,5,Icathian Surprise,ADC,6.506579020168491,0.0003860096713436,0.0,0.1745535733815965,6.3307902158385945,0.000849221276956,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/kogmaw.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/KogMaw_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/KogMaw_IcathianSurprise.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KogMawQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KogMawBioArcaneBarrage.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KogMawVoidOoze.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/KogMawLivingArtillery.png
60,LeBlanc,1564.0,2092.0,850.0,1184.0,59.5,23.8,59.5,114.38,8.5,24.425,81.38,38.5,340.0,525.0,7,9,1,4,10,Mirror Image,MID,5.488414177054401,0.0066393663471107,0.0,5.320731575822721,0.0,0.1610432348845689,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/leblanc.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Leblanc_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/LeBlancP.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeblancQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeblancW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeblancE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeblancR.png
61,Lee Sin,1445.0,2020.0,0.0,200.0,54.400000000000006,51.0,62.900000000000006,124.4,21.25,51.651,95.9,53.35,345.0,125.0,64,6,8,5,3,Flurry,Jungle,24.557317675408587,4.220423874646705,18.78377102112168,1.4465841103493569,0.0063305586100357,0.1002081106808104,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/leesin.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/LeeSin_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/LeeSinPassive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BlindMonkQOne.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BlindMonkWOne.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BlindMonkEOne.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BlindMonkRKick.png
62,Leona,1479.0,2055.16,680.0,982.2,51.0,49.3,61.2,111.04,21.25,49.925,108.2,53.35,335.0,125.0,89,4,4,8,3,Sunlight,Support,11.223411332163124,0.0024447279185097,0.0,0.0,0.0,11.220966604244614,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/leona.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Leona_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/LeonaSunlight.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeonaShieldOfDaybreak.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeonaSolarBarrier.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeonaZenithBlade.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LeonaSolarFlare.png
63,Lissandra,1530.0,2080.0,510.0,985.0,45.900000000000006,23.12,62.900000000000006,98.9,8.5,23.745,84.9,38.5,325.0,550.0,127,6,2,5,8,Iceborn Subjugation,MID,1.991320958549509,0.1254016752305056,0.0,1.855085278543292,0.0,0.0108340047757116,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/lissandra.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Lissandra_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Lissandra_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LissandraQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LissandraW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LissandraE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/LissandraR.png
